N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,5608,0,0.10592555462973441,0.0972444799999985,0.3936,0.1393,0.0978981224489773,0.05933453061224517,0.4180977723535782,3.3221900682617282
150000,5000,6380,0,0.10572769277303762,0.10048903999999832,0.4263,0.1733,0.10040277551020117,0.06214097959183671,0.20137964936564642,2.2189348557609176
150000,5000,7358,0,0.22193168555588327,0.0992932799999986,0.3836,0.1756,0.09907420408163058,0.02737632653061187,0.5748432783441441,-1.104442057639574
150000,5000,3618,0,0.04550327521130337,0.09905343999999858,0.4206,0.2407,0.09787975510203811,0.08298277551020485,0.15530221106951958,1.9933788176203784
150000,5000,5227,0,0.11489566570439025,0.09875111999999864,0.4265,0.2191,0.10019828571428276,0.056596734693877535,0.19169604267346116,0.5751349611968869
150000,5000,7470,0,0.1269992695783566,0.10035303999999863,0.4061,0.1741,0.09897983673469135,0.05649191836734708,0.3361604485788606,1.6598746337614263
150000,5000,7082,0,0.3073187156026195,0.11254607999999798,0.4087,0.1227,0.1014583673469362,0.01780644897959102,0.4102582491479037,-1.2801992392921426
150000,5000,6332,0,0.1997613834869344,0.09616799999999837,0.4019,0.0949,0.09727273469387476,0.031015020408163417,0.3082443330845228,1.6956053448332749
150000,5000,10537,0,0.18663646403109324,0.10635807999999897,0.3767,0.1403,0.10019599999999815,0.04560734693877632,0.7013664536070029,1.6688149274550896
150000,5000,10820,0,0.23288163645231097,0.10194783999999851,0.3486,0.0883,0.09215771428571284,0.03470938775510107,0.6747566895832813,2.779860431066257
150000,5000,9891,0,0.10418518964711132,0.10013943999999848,0.387,0.1534,0.0979769795918346,0.0645073469387767,0.4910636329122538,3.2338675259484364
150000,5000,6816,0,0.2086400577757872,0.09838615999999842,0.3973,0.1444,0.09750783673469164,0.031329306122448976,0.3639537832035355,-0.10313430992703702
150000,5000,7876,0,0.1231624118967154,0.10113951999999836,0.4163,0.1515,0.10063477551020139,0.05728171428571541,0.3033940117919242,2.538379879474837
150000,5000,7851,0,0.15214994072395394,0.0967178399999989,0.3993,0.1649,0.09353428571428327,0.048812163265307164,0.18042793072925337,1.1929241972440445
150000,5000,8636,0,0.202310554398474,0.10046495999999835,0.3802,0.0923,0.0985477551020385,0.034761959183673294,0.5900220840770762,2.510740843422732
150000,5000,7037,0,0.0734846612595984,0.10215263999999795,0.4278,0.1921,0.10036987755101744,0.07596424489795973,0.1865615194127751,2.8239702311071424
150000,5000,7516,0,0.17413188661447965,0.09786727999999864,0.3941,0.09929999999999999,0.09714334693877294,0.04053363265306058,0.3814812200542359,3.0283857231465032
150000,5000,9134,0,0.21216960745104452,0.0967588799999983,0.3953,0.073,0.09716481632652815,0.028608979591836493,0.37009096764843996,2.7584336807754926
150000,5000,4787,0,0.0530224147619045,0.10086215999999829,0.4118,0.2385,0.0976203265306095,0.08378930612244893,0.22659155377973692,2.101006911086855
150000,5000,6088,0,0.16492547259007062,0.10474271999999853,0.4023,0.1542,0.10009053061224246,0.05007869387755237,0.4192681100935017,1.66414886356282
150000,5000,6377,0,0.08336880742799702,0.1041695199999982,0.4218,0.1916,0.10141461224489484,0.07485967346938646,0.28200345704104796,2.7463336216822216
150000,5000,6624,0,0.1476606634247395,0.09674943999999815,0.3968,0.1088,0.0958355918367321,0.047871265306122505,0.2998526421859775,3.550103744741174
150000,5000,5603,0,0.0970440148969528,0.10094615999999848,0.4294,0.1499,0.09991191836734428,0.06626179591836795,0.15470348535172637,3.586528587274951
150000,5000,7933,0,0.1603960322000486,0.09829895999999892,0.3966,0.1422,0.09557028571428346,0.046678040816325594,0.2908710985606378,1.7210888438163205
150000,5000,7206,0,0.3493849367034697,0.0969119999999988,0.3783,0.0003,0.09343020408163058,2.3346938775510202e-05,0.3893417974884395,-1.345970221420416
150000,5000,9811,0,0.19437734889715363,0.09342127999999875,0.3923,0.1706,0.09478906122448763,0.031238612244897705,0.3015366905239832,-0.6582395639712388
150000,5000,8251,0,0.19523771838352022,0.1050177599999984,0.4001,0.0927,0.1009533061224466,0.040465142857143255,0.47711937839781243,3.491380225562878
150000,5000,11495,0,0.24628443248766718,0.09654543999999858,0.3801,0.1287,0.09373722448979392,0.023038367346938583,0.38340418821394523,-0.7250556047835
150000,5000,6029,0,0.16236914240405065,0.10139559999999835,0.4168,0.2102,0.10058816326530301,0.04554800000000028,0.2967981900356844,-0.10768560716638344
150000,5000,8866,0,0.335240520788213,0.09599599999999836,0.3927,0.0002,0.095490775510202,9.387755102040816e-05,0.3268282724339159,1.966917937421175
150000,5000,4106,0,0.10295410689443496,0.10041951999999815,0.4321,0.2117,0.1011634285714257,0.06218138775510208,0.17838313269986825,1.1559308817052785
150000,5000,9429,0,0.17854947726410952,0.10378775999999837,0.3843,0.1644,0.09907273469387512,0.04560767346938787,0.5670593468145424,0.8880876063705461
150000,5000,8540,0,0.11304914068233185,0.10009847999999845,0.4006,0.1562,0.09753061224489583,0.061999510204082106,0.33170293752187324,2.8471927894830213
150000,5000,10924,0,0.12637120139649416,0.10197887999999773,0.416,0.1534,0.09876081632652806,0.05943159183673416,0.23230904127552138,2.6914283093027915
150000,5000,5473,0,0.12811471664363971,0.1012552799999984,0.4151,0.1583,0.09970334693877257,0.05681085714285705,0.2780310098599466,2.223567666316877
150000,5000,6715,0,0.13147250847415204,0.09613631999999854,0.3761,0.1443,0.0916862040816306,0.05590383673469452,0.33693991307815324,2.690828442330558
150000,5000,10203,0,0.17454848678222623,0.0996581599999989,0.3788,0.0959,0.09679436734693651,0.04328155102040891,0.5297668857165002,3.734144744604581
150000,5000,6452,0,0.16881381982470411,0.10316047999999793,0.4156,0.1532,0.10130620408163026,0.04541616326530651,0.33659734770626965,1.1999510103422244
150000,5000,7968,0,0.17136998766146372,0.09864343999999822,0.3978,0.1502,0.09597551020407936,0.04358571428571429,0.29566072462327136,1.0971886652132412
150000,5000,8331,0,0.1602577085085437,0.10136167999999861,0.3844,0.1043,0.09536032653060972,0.0513617142857143,0.4074345007518369,4.4086347630328016
150000,5000,9514,0,0.16003523380035622,0.11005999999999833,0.3902,0.2003,0.10204587755101786,0.05733983673469418,0.6281528093974679,1.033567734723037
150000,5000,8944,0,0.1158901092356216,0.1020163999999986,0.3878,0.1478,0.09782620408163017,0.0638271836734707,0.4761098107361579,3.4193539918175277
150000,5000,4171,0,0.13210237225554844,0.10465919999999779,0.4362,0.2251,0.10129363265305776,0.0591750204081628,0.1471598289155343,0.6501039754843936
150000,5000,11740,0,0.159073860513556,0.10005247999999865,0.3657,0.1565,0.09462473469387563,0.05055453061224506,0.5826135054040555,1.6357981572847498
150000,5000,4957,0,0.1980752042194759,0.0980957599999983,0.3973,0.1447,0.09595069387754848,0.035368979591836165,0.29961916159047636,0.34710549539685837
150000,5000,7686,0,0.07751906282155974,0.10001399999999867,0.3909,0.1984,0.09716106122448732,0.07408604081632728,0.4153447858594065,2.462901330189425
150000,5000,9072,0,0.3358383008672744,0.1002151999999992,0.3813,0.0195,0.09672244897958968,0.0029289795918367193,0.4991738500033411,-1.1806943400402812
150000,5000,8925,0,0.23614556268985432,0.09917423999999858,0.3752,0.1286,0.09426114285714066,0.02830481632653019,0.45918415267457213,-0.05168842102075329
150000,5000,5658,0,0.12812368475992975,0.1023283199999983,0.4308,0.19,0.10257689795918093,0.055593061224490044,0.24384117805652475,1.1372141055593887
150000,5000,8221,0,0.1390478542449468,0.09625271999999913,0.3781,0.1568,0.09528857142856899,0.05021714285714356,0.4721614880284498,1.5903961330972756
150000,5000,11489,0,0.3056261962363316,0.10072199999999919,0.382,0.0284,0.09502628571428397,0.012108081632653098,0.4186619744681746,3.299067097555459
150000,5000,6358,0,0.06660478618708154,0.09670279999999883,0.3821,0.1875,0.09550293877550832,0.07374799999999972,0.4380694955611338,2.789111357843645
150000,5000,10656,0,0.17691786037021606,0.10173727999999867,0.3803,0.1079,0.09876171428571238,0.0435390204081639,0.59813819989683,2.9524944403202764
150000,5000,7761,0,0.10141962480361066,0.10190383999999776,0.4365,0.1839,0.09876383673469105,0.06751028571428576,0.04939891004384626,2.3590361303596086
150000,5000,9725,0,0.13963712943779327,0.10685703999999806,0.4132,0.1335,0.10081428571428258,0.06052800000000043,0.340294556003468,3.7716481105296187
150000,5000,8438,0,0.2351868617045768,0.10344887999999866,0.4046,0.1126,0.09850734693877305,0.02960130612244892,0.33182279752462546,0.649272532146632
150000,5000,7720,0,0.13136070412551015,0.10071071999999802,0.4146,0.1253,0.09956171428571144,0.05508620408163223,0.2771780285484886,3.5456043283160295
150000,5000,8709,0,0.09966387999663495,0.09673239999999876,0.3863,0.1456,0.09422897959183474,0.06416791836734695,0.3393357431118177,3.5645615775171087
150000,5000,10739,0,0.2994275454274298,0.09864823999999883,0.3869,0.0252,0.09668579591836554,0.009684489795918393,0.4373585405039617,2.6125309125522245
150000,5000,7988,0,0.10252832827344971,0.09503415999999879,0.3906,0.1569,0.09207714285714118,0.06264081632653172,0.20483194114032638,2.885196650930247
150000,5000,4575,0,0.07993356305050825,0.10422263999999798,0.4235,0.2516,0.1036807346938747,0.07390751020408089,0.3539998462529854,1.156635424510127
150000,5000,11096,0,0.17230727140100677,0.10080919999999827,0.3952,0.154,0.09636628571428285,0.045983836734694986,0.3379447175309013,1.2351482762366819
150000,5000,9488,0,0.17645390908925274,0.09951703999999884,0.3686,0.0886,0.09520506122448774,0.04412359183673438,0.5750453433765017,4.497356003692312
150000,5000,6791,0,0.07714684057312893,0.10639807999999876,0.429,0.2253,0.1041285714285686,0.07818604081632631,0.31961568411684466,2.030513626359667
150000,5000,7910,0,0.15062465247030898,0.10545111999999826,0.4206,0.1981,0.10194416326530341,0.053740979591836754,0.3139311466123458,0.787729916469565
150000,5000,8168,0,0.31811701357708,0.10509559999999812,0.4077,0.1092,0.10018138775509977,0.008553877551020482,0.36883786425020965,-2.3737844959097547
150000,5000,10570,0,0.17617453684976692,0.09123623999999918,0.3763,0.1043,0.08991371428571181,0.03789510204081559,0.2574981662300898,2.2940647114786183
150000,5000,7637,0,0.1609681554227761,0.10328815999999778,0.4034,0.1119,0.09969795918367083,0.04959477551020522,0.3921584088692996,3.6030251153923385
150000,5000,6679,0,0.1378721815655577,0.09694295999999875,0.4098,0.142,0.0990013061224467,0.04789959183673427,0.3008994048878824,1.8696636676675147
150000,5000,9383,0,0.22272264768726535,0.1031357599999987,0.3879,0.1049,0.09421779591836489,0.03690775510204018,0.3223483656615637,2.105917417564342
150000,5000,9658,0,0.20531891630889543,0.09745311999999831,0.3774,0.0982,0.09413232653061009,0.03437167346938788,0.4295454288433622,2.075669258648731
150000,5000,8784,0,0.1011744238537935,0.10545047999999918,0.3877,0.1777,0.09995771428571232,0.07218865306122446,0.5674216038380867,3.0006526270909784
150000,5000,11895,0,0.2922880525279251,0.09755103999999895,0.3599,0.1061,0.0932727346938752,0.013573469387754977,0.5893889414274298,-1.5612350143273666
150000,5000,8020,0,0.0756576376599386,0.09949239999999802,0.398,0.184,0.09903061224489558,0.07196253061224571,0.41967292978722964,2.752581704469856
150000,5000,5785,0,0.15736634776357838,0.09715143999999837,0.4014,0.1252,0.09634359183673213,0.045120816326531366,0.27519637577179124,2.2471008021903076
150000,5000,9514,0,0.15054945995942204,0.09893407999999852,0.3899,0.0994,0.09606293877550791,0.050023102040817224,0.37957780598691904,4.5849546226851
150000,5000,4505,0,0.07492072832977204,0.10265415999999909,0.4129,0.2468,0.10046016326530377,0.07622865306122384,0.32912580702196786,1.4046439612264463
150000,5000,7224,0,0.32594005531825254,0.09683599999999819,0.4165,0.0003,0.09837632653060929,7.951020408163265e-05,0.21247707904049165,0.38667753697861085
150000,5000,7013,0,0.35142172479766887,0.10367599999999863,0.3929,0.0002,0.09950114285714047,1.1836734693877552e-05,0.4923422218923436,-1.3111265291648486
150000,5000,9753,0,0.2550751750395238,0.09975967999999845,0.3665,0.1578,0.0954973061224468,0.02292342857142801,0.6124221672571846,-1.2785339927198238
150000,5000,7480,0,0.07190941866221479,0.10074455999999837,0.4299,0.2138,0.10019942857142547,0.07425575510204138,0.16123981326727685,2.0350046951453113
150000,5000,6280,0,0.12279159758879854,0.1064708799999986,0.4226,0.1288,0.10406742857142563,0.06229853061224555,0.3775789105767879,4.267698599947298
150000,5000,7744,0,0.09240226546814012,0.09720007999999897,0.4147,0.1679,0.09648310204081371,0.06502987755102056,0.15436488068625098,2.690017435989309
150000,5000,7661,0,0.1819066208983664,0.10548743999999802,0.4107,0.1074,0.1012817959183643,0.04475102040816364,0.3833582086648769,3.1680576089957255
150000,5000,10756,0,0.1578854468504869,0.09794319999999881,0.3724,0.1047,0.0940848979591816,0.04838065306122537,0.48241787233235217,3.911561608241331
150000,5000,8968,0,0.15587036188940162,0.09942255999999851,0.4122,0.1072,0.09700457142856879,0.04821159183673402,0.19829400570085737,3.709506519628412
150000,5000,9897,0,0.3231983192293355,0.10274415999999799,0.4235,0.0071,0.10163248979591546,0.0034725714285714277,0.27460631697703736,4.181390155961955
150000,5000,9094,0,0.16023641489722107,0.0965545599999989,0.3955,0.1626,0.09509616326530372,0.04467363265306203,0.28219405016724186,0.8442372175279349
150000,5000,6037,0,0.0986691123291712,0.1037767999999983,0.4202,0.1922,0.10263469387754863,0.06763902040816239,0.34469461425981157,2.1101998531326682
150000,5000,9458,0,0.1782675578935048,0.09438087999999818,0.3936,0.1101,0.09537371428571204,0.03627012244898026,0.3128201581191184,1.7391647258563177
150000,5000,6487,0,0.10519588174679217,0.1050387999999982,0.4292,0.161,0.10253885714285425,0.06754710204081736,0.25695673284437165,3.2182832438362134
150000,5000,9366,0,0.1653298713111796,0.09062711999999884,0.3752,0.1035,0.0889134693877531,0.04091028571428524,0.2252378573607108,2.817104495151395
150000,5000,9875,0,0.325091106731613,0.1042475999999983,0.3904,0.019,0.09709044897958938,0.009102448979591863,0.41760077546553853,4.133081794319926
150000,5000,5024,0,0.2114496521037309,0.09574783999999824,0.4127,0.1661,0.096704979591834,0.02794236734693921,0.1816976005768877,-0.9022498130432415
150000,5000,11890,0,0.3445440349938059,0.09805207999999906,0.3712,0.0128,0.09412612244897746,0.00147330612244898,0.4976452284179562,-1.7335726026604654
150000,5000,9125,0,0.3398942244465407,0.09664399999999862,0.3952,0.0007,0.09517730612244626,4.7020408163265306e-05,0.28856024135097647,-1.8496540361391007
150000,5000,6917,0,0.11658164286313932,0.09972735999999859,0.4035,0.1502,0.09906375510203826,0.058741061224489216,0.3653527076744705,2.75125283170414
150000,5000,6313,0,0.21183671742973054,0.10099023999999858,0.3849,0.1941,0.09717142857142587,0.034194122448980006,0.47938103520626923,-0.7722562555201167
150000,5000,8107,0,0.08560104322071371,0.10208415999999883,0.3983,0.1931,0.1001241632653037,0.07184628571428624,0.4616644601378919,2.4406544454518175
150000,5000,7934,0,0.08294032893846603,0.1000816799999986,0.4057,0.1753,0.09997738775509914,0.06952571428571425,0.3804668184183967,2.8426823399443375
150000,5000,9204,0,0.16180900140602295,0.1088042399999982,0.424,0.1111,0.10428889795918028,0.05270546938775609,0.372806641663939,4.113868958176485
150000,5000,11264,0,0.16085891314754786,0.09696887999999881,0.3937,0.10029999999999999,0.09429877551020145,0.04589151020408262,0.2669922075928958,3.836594754551253
150000,5000,8871,0,0.17638524740191364,0.0996816799999989,0.3901,0.1188,0.09767069387754862,0.041908244897958434,0.4451552592189085,2.121833917531426
150000,5000,7232,0,0.17643869839833803,0.10464383999999816,0.4217,0.1114,0.10263044897958887,0.043880571428571956,0.33026829305356625,2.7953235560051404
150000,5000,8109,0,0.23046216265918473,0.10394887999999829,0.3975,0.1444,0.10063232653060983,0.02938808163265212,0.4909528889158785,-0.3234917239099577
150000,5000,8796,0,0.14023673526838176,0.1056632799999981,0.4247,0.1173,0.10506759183673187,0.054277224489794995,0.3962504539716676,3.9232204637285704
150000,5000,8946,0,0.09102009135193545,0.10188575999999876,0.391,0.1577,0.09957175510203842,0.0701998367346937,0.5155046634424121,3.6378628966003097
150000,5000,6745,0,0.12490545209231851,0.10331599999999828,0.4091,0.205,0.10117371428571184,0.0595709387755103,0.394852486647038,1.1044664580331902
150000,5000,7703,0,0.11753603991689532,0.0978823999999986,0.3767,0.1633,0.09287461224489602,0.061711346938774975,0.38234977179748114,2.5355647173850464
150000,5000,9483,0,0.23245405468888936,0.10314079999999856,0.3974,0.0855,0.09609395918367093,0.03237379591836725,0.30453930240366,2.543134643484861
150000,5000,8803,0,0.13138503152319836,0.09921759999999842,0.4185,0.1552,0.1004029387755073,0.0519446530612253,0.27344122005093724,1.8269703416917369
150000,5000,7837,0,0.14917229582878588,0.10109807999999817,0.3994,0.1475,0.09845795918367072,0.05124465306122417,0.3818220883566968,2.0353884436206053
150000,5000,4964,0,0.07769660399489708,0.09887175999999864,0.3952,0.1854,0.09516195918367117,0.07406889795918391,0.28792280355340844,2.890504230944893
150000,5000,5905,0,0.09748772528698568,0.10365463999999884,0.3916,0.1608,0.09964081632652842,0.07083869387755146,0.5119954484945197,3.5624427677496917
150000,5000,5661,0,0.18344171779183993,0.10999263999999807,0.4207,0.2184,0.10274024489795634,0.04904653061224581,0.3440481803859242,0.021622616037798047
150000,5000,4059,0,0.09162993884628867,0.09737927999999818,0.4261,0.1779,0.09825665306122175,0.06380636734693906,0.12051406978221033,2.2205110074305336
150000,5000,7804,0,0.10580099199419524,0.09762135999999919,0.3815,0.1761,0.09452195918367132,0.06335983673469414,0.4023141276652988,2.2390065355312476
150000,5000,9033,0,0.0904678530242925,0.1029874399999981,0.4259,0.1869,0.1013337142857117,0.07046481632653079,0.24089224680887125,2.5217158869854854
150000,5000,9688,0,0.1314993432778273,0.10286783999999852,0.395,0.1531,0.10061787755101785,0.05729787755102192,0.5166511591428988,2.475389657557181
150000,5000,8348,0,0.15606808942902695,0.1013274399999983,0.3991,0.1475,0.09603248979591619,0.05190595918367402,0.28510493433837975,2.1088821118686027
150000,5000,9457,0,0.21814899544357547,0.10309167999999806,0.3879,0.1204,0.09387730612244664,0.03845844897959241,0.30794013515666385,1.5756481183627413
150000,5000,9175,0,0.16507829336980973,0.1009406399999984,0.3921,0.1576,0.09403028571428347,0.0506424489795928,0.27179476006808667,1.6080031551791834
150000,5000,11914,0,0.3101601096275447,0.10393263999999872,0.4009,0.0279,0.10057820408163005,0.00886930612244895,0.45349653263746126,1.537121717367804
150000,5000,8941,0,0.11157605631295453,0.10610975999999907,0.3895,0.174,0.10094538775509955,0.0686704489795918,0.5894893149961872,2.8106327430805758
150000,5000,10015,0,0.21570142355878363,0.09551567999999894,0.3576,0.1009,0.0893284897959163,0.03391363265306117,0.4357096412192262,1.8481330552086315
150000,5000,10004,0,0.29075620194860374,0.09712623999999874,0.3791,0.0952,0.09329257142856942,0.01344514285714279,0.3748286221343557,-1.3429448781897915
150000,5000,7803,0,0.12600097689703538,0.10619063999999893,0.4222,0.2019,0.10163820408163002,0.06321159183673447,0.28695782573713985,1.473379771480141
150000,5000,9108,0,0.15210486076816587,0.0979525599999982,0.3731,0.131,0.09356489795918185,0.050612081632653454,0.451761849792311,2.6728133527491167
150000,5000,7839,0,0.25135326492486976,0.10018735999999845,0.378,0.0921,0.0941257959183653,0.025752326530611987,0.42276392689423825,0.9226411724615146
150000,5000,9302,0,0.15706823150360016,0.10284775999999875,0.4009,0.096,0.10099624489795639,0.048854285714286926,0.4706132567455657,4.676911391910008
150000,5000,7393,0,0.16201925115150884,0.09692807999999842,0.3985,0.1117,0.09567755102040593,0.04412024489795935,0.2764310917429532,2.8131636643128655
150000,5000,5424,0,0.04657223610698802,0.09538071999999896,0.4113,0.2163,0.09402832653060987,0.079755428571428,0.08796305841413278,2.3862729092130652
150000,5000,10435,0,0.18055141928803464,0.10294343999999872,0.3812,0.1068,0.09592587755101815,0.04698506122449088,0.4659661848214818,3.548954271798414
150000,5000,10752,0,0.12683353570142764,0.10101463999999845,0.3961,0.1197,0.09849836734693648,0.05805110204081603,0.417206161276622,4.287982466446618
150000,5000,5561,0,0.10960290284483287,0.10316479999999821,0.4104,0.201,0.09956816326530359,0.0660003265306125,0.317775184067125,1.7239258000757018
150000,5000,7791,0,0.11925037830759089,0.10113607999999949,0.3727,0.1433,0.09583493877550815,0.06333510204081605,0.5561528983375886,3.5851188997576378
150000,5000,10920,0,0.285609441022342,0.10338719999999896,0.376,0.1526,0.09640432653061017,0.01849657142857127,0.5439703992367299,-1.672861870162943
150000,5000,6505,0,0.07114967271907924,0.1019556799999984,0.4098,0.1932,0.10334024489795704,0.07348204081632684,0.47470236381290654,2.5763571830812872
150000,5000,8005,0,0.21135114623834872,0.09749967999999848,0.4003,0.1079,0.09693444897958961,0.030019673469388407,0.3102512572478242,0.9002605886107407
150000,5000,6430,0,0.07271496449674064,0.10173151999999866,0.4052,0.2184,0.09986644897958925,0.07601273469387748,0.3809638038167983,2.0470367076978646
150000,5000,7340,0,0.1339644628672375,0.09887975999999819,0.41,0.1342,0.09756555102040561,0.05346808163265378,0.2414816780059351,2.8707670898858213
150000,5000,9608,0,0.1743974668763587,0.10412375999999879,0.3982,0.1366,0.09818097959183411,0.048217224489795624,0.382597710510333,2.1261563123212506
150000,5000,10232,0,0.10486998596068342,0.10100039999999862,0.4044,0.1492,0.09839697959183435,0.06525755102040827,0.32931927089475777,3.5101526035891824
150000,5000,10488,0,0.2516231330602223,0.10622871999999829,0.4068,0.1471,0.0989770612244873,0.028056571428571833,0.3291643867242903,-0.5331165450127373
150000,5000,9413,0,0.22997749420492808,0.09467439999999908,0.362,0.0618,0.09175746938775337,0.02678359183673448,0.4960116886020852,3.4342786591816847
150000,5000,9929,0,0.10370947242760364,0.09894599999999874,0.3796,0.1458,0.09673714285714048,0.06396522448979616,0.5184540197951817,3.5318744579318824
150000,5000,7460,0,0.11962162836854873,0.09708127999999842,0.3938,0.1552,0.09542824489795658,0.057245224489795854,0.3130732338176402,2.3868791545472137
150000,5000,7025,0,0.09884087293984489,0.10497607999999803,0.4244,0.1567,0.10215787755101742,0.07002383673469433,0.2865743716510122,3.665974587531109
150000,5000,7214,0,0.198280386007047,0.09580999999999908,0.411,0.0968,0.09676277551020109,0.03144220408163268,0.1999152879534032,1.662941682261082
150000,5000,5562,0,0.1565976202417172,0.09635287999999836,0.3909,0.1661,0.09407657142856891,0.04644636734693966,0.28582182576904536,0.9243412208218614
150000,5000,7952,0,0.22016172029214875,0.09555623999999828,0.3833,0.1432,0.09471069387754832,0.027434448979591877,0.3912997593499898,-0.5191512228747889
150000,5000,5730,0,0.12048527485020988,0.09706119999999863,0.3963,0.1171,0.09786971428571212,0.05450489795918279,0.3891075493983614,3.968002601481027
150000,5000,6559,0,0.07613228740211953,0.09376047999999919,0.3818,0.1945,0.09228612244897695,0.06870204081632673,0.30299642883623407,2.1316264062102492
150000,5000,8539,0,0.08983140898388597,0.09613591999999826,0.3995,0.1543,0.10048097959183461,0.06009412244898028,0.4639320959432042,2.7248061190148434
150000,5000,12386,0,0.3407365342660307,0.10417199999999853,0.3941,0.0005,0.10236040816326292,8.595918367346939e-05,0.5987771029466945,-0.5572420681693626
150000,5000,5397,0,0.19321381650354807,0.1060388799999984,0.3992,0.10229999999999999,0.09828702040816069,0.045108408163265966,0.3768203501085717,3.5649829485855946
150000,5000,8790,0,0.20352756418949947,0.09968359999999862,0.3869,0.1547,0.09779044897958952,0.03414710204081647,0.4842239660551341,-0.041358325249900504
150000,5000,9059,0,0.12041104008859793,0.10579199999999837,0.4036,0.1626,0.10036775510203842,0.06573820408163272,0.41738976617307283,2.9682608006242748
150000,5000,8176,0,0.1349639574808068,0.09989215999999841,0.372,0.1312,0.09428351020407977,0.0579862040816339,0.495639858740577,3.584254015511471
150000,5000,10808,0,0.15955425024361558,0.09810279999999827,0.3902,0.1116,0.09445991836734503,0.047750040816327326,0.3090345251122213,3.3517408481637525
150000,5000,9498,0,0.26788864463415374,0.09673287999999859,0.3979,0.0889,0.09523436734693634,0.01647771428571439,0.26409069512042366,-0.620422909616548
150000,5000,7901,0,0.13119364753241336,0.09658599999999859,0.3956,0.1369,0.09512840816326283,0.05323616326530609,0.2825343673775033,2.7143515650867402
150000,5000,6062,0,0.1107207016855778,0.09851983999999861,0.3992,0.1716,0.09608897959183435,0.06166742857142857,0.2864383903361585,2.2318920797043975
150000,5000,6286,0,0.21313973926958463,0.10062015999999857,0.3992,0.0985,0.09817453061224289,0.03235289795918386,0.37219484537092923,1.7226344957882207
150000,5000,10106,0,0.23408177255333928,0.10584207999999805,0.4038,0.0679,0.09775657142856915,0.03362269387755112,0.3092201336840315,4.446146315111405
150000,5000,11330,0,0.1350908542871888,0.10369951999999885,0.4093,0.1211,0.0992777959183649,0.058754775510203715,0.3168322916812103,4.291458993815758
150000,5000,7566,0,0.1545841199709992,0.10008927999999898,0.3871,0.1487,0.0959730612244874,0.0506027755102039,0.4050169148736099,1.9187047975732192
150000,5000,8868,0,0.2476431925650271,0.10639567999999801,0.4146,0.1216,0.1006737142857115,0.027644244897958633,0.3212056313154553,0.0669093751019911
150000,5000,9858,0,0.3532880866751634,0.09798799999999867,0.3719,0.0,0.09365338775509999,0.0,0.46894779954586563,nan
150000,5000,10743,0,0.35984104157289976,0.10617599999999791,0.4074,0.0002,0.09995134693877315,1.551020408163265e-05,0.36253899581169813,-1.1643484187206985
150000,5000,9488,0,0.14224202718783663,0.09549143999999897,0.3733,0.11,0.09157861224489583,0.05183853061224394,0.3622202031707812,4.062360908804114
150000,5000,9178,0,0.1532240849223805,0.09602839999999853,0.3781,0.10369999999999997,0.09353085714285461,0.04749036734693986,0.3958555061514149,3.8438213727482164
150000,5000,10089,0,0.09428941192494278,0.09990335999999912,0.3869,0.1679,0.0964573061224469,0.06891673469387714,0.4276647534718932,3.06959647795918
